"___typename","id","shortcode","dimensions__height","dimensions__width","gating_info","fact_check_overall_rating","fact_check_information","sensitivity_friction_info","sharing_friction_info__should_have_sharing_friction","sharing_friction_info__bloks_app_url","media_overlay_info","media_preview","display_url","display_resources__src","display_resources__config_width","display_resources__config_height","accessibility_caption","dash_info__is_dash_eligible","dash_info__video_dash_manifest","dash_info__number_of_qualities","has_audio","video_url","video_view_count","video_play_count","is_video","tracking_token","edge_media_to_caption__edges__node__text","caption_is_edited","has_ranked_comments","edge_media_to_parent_comment__count","edge_media_to_parent_comment__page_info__has_next_page","edge_media_to_parent_comment__page_info__end_cursor","edge_media_to_parent_comment__edges__node__id","edge_media_to_parent_comment__edges__node__text","edge_media_to_parent_comment__edges__node__created_at","edge_media_to_parent_comment__edges__node__did_report_as_spam","edge_media_to_parent_comment__edges__node__owner__id","edge_media_to_parent_comment__edges__node__owner__is_verified","edge_media_to_parent_comment__edges__node__owner__profile_pic_url","edge_media_to_parent_comment__edges__node__owner__username","edge_media_to_parent_comment__edges__node__viewer_has_liked","edge_media_to_parent_comment__edges__node__edge_liked_by__count","edge_media_to_parent_comment__edges__node__is_restricted_pending","edge_media_to_parent_comment__edges__node__edge_threaded_comments__count","edge_media_to_parent_comment__edges__node__edge_threaded_comments__page_info__has_next_page","edge_media_to_parent_comment__edges__node__edge_threaded_comments__page_info__end_cursor","edge_media_preview_comment__count","edge_media_preview_comment__edges__node__id","edge_media_preview_comment__edges__node__text","edge_media_preview_comment__edges__node__created_at","edge_media_preview_comment__edges__node__did_report_as_spam","edge_media_preview_comment__edges__node__owner__id","edge_media_preview_comment__edges__node__owner__is_verified","edge_media_preview_comment__edges__node__owner__profile_pic_url","edge_media_preview_comment__edges__node__owner__username","edge_media_preview_comment__edges__node__viewer_has_liked","edge_media_preview_comment__edges__node__edge_liked_by__count","edge_media_preview_comment__edges__node__is_restricted_pending","comments_disabled","commenting_disabled_for_viewer","taken_at_timestamp","edge_media_preview_like__count","location","viewer_has_liked","viewer_has_saved","viewer_has_saved_to_collection","viewer_in_photo_of_you","viewer_can_reshare","owner__id","owner__is_verified","owner__profile_pic_url","owner__username","owner__blocked_by_viewer","owner__restricted_by_viewer","owner__followed_by_viewer","owner__full_name","owner__has_blocked_viewer","owner__is_private","owner__is_unpublished","owner__requested_by_viewer","owner__pass_tiering_recommendation","owner__edge_owner_to_timeline_media__count","owner__edge_followed_by__count","is_ad","encoding_status","is_published","product_type","title","video_duration","thumbnail_src","clips_music_attribution_info","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__id","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__text","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__created_at","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__did_report_as_spam","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__owner__id","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__owner__is_verified","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__owner__profile_pic_url","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__owner__username","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__viewer_has_liked","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__edge_liked_by__count","edge_media_to_parent_comment__edges__node__edge_threaded_comments__edges__node__is_restricted_pending"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17873321774036582","Hungry 🎚","1607423867","False","213479113","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/16583445_127201624464851_1436926268594454528_a.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=ep0B-Z1r9WoAX-N-3A1&oh=98c93c42cc888098e52f1c02915df6b8&oe=606650D6","ghostmanpe","False","1","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18040929571284778","Lol that Tupac shit agn✡️","1607488269","False","16346103752","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/150491321_450495896147885_201975555489445423_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=I1jDuLMBOY8AX_uMJI1&oh=53b1150df5b662acec3b2009e06aa958&oe=606531B1","tajkeng","False","2","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17887177486818801","😍😍","1607862329","False","28438273391","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/82690579_2471017623214072_2979909788126674944_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=-u7vQaUSkZMAX__oKLB&oh=8853c5e8b4473230fba346f67af40e55&oe=6064951E","abdellahibelal","False","0","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17967999652355794","Stop asking, GET A JOB LIKE EVERYONE else who doesn’t have to wait at the door to get something for granted!\nCommon sense!","1608041469","False","2966728046","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/137260459_266906948105011_609216057196207443_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=gfW8nUL8A5sAX9ruT9D&oh=3884e3a884fa6a869faf09bde83c8838&oe=60668952","dorinrosu","False","3","False","7","True","QVFBcWpRUkVFcF9IcmdOVVFUc0pqM3Y5N2E4b0FrbEhnRWVRcEw5Z1RGTm0zWlpUMkRTMlp3aDdNZG5QVG1NR0dfZDJLanBHS2ZFSUdqQ1pqQ1pzUEVObQ==","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17904891097639590","@_charmb I have a lot of black American friends and they’re all respectful and polite and you name it, they never encountered any bad situations where they were discriminated because of their skin color.\nA lot of people wants to do a lot of illegal/wrong  shit and they expect after they got caught, people to respect them and be nice to them ...like what?","1610129141","False","2966728046","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/137260459_266906948105011_609216057196207443_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=gfW8nUL8A5sAX9ruT9D&oh=3884e3a884fa6a869faf09bde83c8838&oe=60668952","dorinrosu","False","1","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17936406139452058","@_charmb I have a lot of black American friends and they’re all respectful and polite and you name it, they never encountered any bad situations where they were discriminated because of their skin color.\nA lot of people wants to do a lot of illegal/wrong  shit and they expect after they got caught, people to respect them and be nice to them ...like what?","1610129143","False","2966728046","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/137260459_266906948105011_609216057196207443_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=gfW8nUL8A5sAX9ruT9D&oh=3884e3a884fa6a869faf09bde83c8838&oe=60668952","dorinrosu","False","0","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17908681150654542","@dorinrosu my statement still stands & I guarantee you they have experienced at least ONE form of discrimination, until you have lived this life as a black individual you have no say in this at all...& that whole “but I have black friends” card does not mean anything🤷🏽‍♀️","1610130864","False","1917609041","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/137399170_225516389219432_1017114805266715068_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=rDi7lLuQyusAX-nKWYe&oh=a6d51057cde8d2ab6efb948a284f1bd6&oe=6067953F","_charmb","False","7","False"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18112695232174928","Lol🤣🤣🤣🤣","1608523035","False","679494056","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/71294543_715898838820185_7084670501758435328_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=FIuRdxedwkkAX80siXs&oh=602d4a0fc4c6d221e66e6acdc9c672bd&oe=6066B8DD","g.o.d_man","False","1","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18063041824258539","Dmmmmm","1608857934","False","3609600271","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/154511768_255927389401972_777622848739544862_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=GdriixWhZfUAX9WFNdI&oh=5b265a14525e5ff4d46d391179f113f0&oe=60673FE6","kiiananiicolee","False","0","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17886406924945739","this is my maaaaaaaan","1610551886","False","44221107478","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/141990432_1456188071251651_7683868696150308959_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=0P526BQBA20AX9n8pix&oh=10cb98ac9697e18f3afff559827f959a&oe=60659FFA","sw4gger.than.u","False","0","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17966986423369264","😢❤️","1610645052","False","29900851943","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/135723231_234797178168190_6505212365078253415_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=O0cxO3T0WDsAX8W4zwA&oh=4a3239f9139cf3446759ffea49390824&oe=6064F3C8","pr3ttyface_brii","False","0","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17923922455515480","✊🏿✊🏿✊🏿✊🏿✊🏿","1611685987","False","1353100349","False","https://instagram.flos2-2.fna.fbcdn.net/v/t51.2885-19/s150x150/117759409_379098159738899_3641172625620009620_n.jpg?tp=1&_nc_ht=instagram.flos2-2.fna.fbcdn.net&_nc_ohc=uY3Es-4tBKUAX8unbPc&oh=df411bc6b4862ab5c11b9029fd72c890&oe=6065EE8D","thegracefamilia","False","2","False","0","False","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
